10000; 40002
15000; 60002
20000; 80002
25000; 100002
30000; 120002
35000; 140002
40000; 160002
45000; 180002
50000; 200002
55000; 220002
60000; 240002
65000; 260002
70000; 280002
75000; 300002
80000; 320002
85000; 340002
90000; 360002
95000; 380002
100000; 400002
105000; 420002
110000; 440002
115000; 460002
120000; 480002
125000; 500002
130000; 520002
135000; 540002
140000; 560002
145000; 580002
150000; 600002
155000; 620002
160000; 640002
165000; 660002
170000; 680002
175000; 700002
180000; 720002
185000; 740002
190000; 760002
195000; 780002
200000; 800002
205000; 820002
210000; 840002
215000; 860002
220000; 880002
225000; 900002
230000; 920002
235000; 940002
240000; 960002
245000; 980002
250000; 1000002
255000; 1020002
260000; 1040002
265000; 1060002
270000; 1080002
275000; 1100002
280000; 1120002
285000; 1140002
290000; 1160002
295000; 1180002
300000; 1200002
305000; 1220002
310000; 1240002
315000; 1260002
320000; 1280002
325000; 1300002
330000; 1320002
335000; 1340002
340000; 1360002
345000; 1380002
350000; 1400002
355000; 1420002
360000; 1440002
365000; 1460002
370000; 1480002
375000; 1500002
380000; 1520002
385000; 1540002
390000; 1560002
395000; 1580002
400000; 1600002
405000; 1620002
410000; 1640002
415000; 1660002
420000; 1680002
425000; 1700002
430000; 1720002
435000; 1740002
440000; 1760002
445000; 1780002
450000; 1800002
455000; 1820002
460000; 1840002
465000; 1860002
470000; 1880002
475000; 1900002
480000; 1920002
485000; 1940002
490000; 1960002
495000; 1980002
500000; 2000002
505000; 2020002
510000; 2040002
515000; 2060002
520000; 2080002
525000; 2100002
530000; 2120002
535000; 2140002
540000; 2160002
545000; 2180002
550000; 2200002
555000; 2220002
560000; 2240002
565000; 2260002
570000; 2280002
575000; 2300002
580000; 2320002
585000; 2340002
590000; 2360002
595000; 2380002
600000; 2400002
605000; 2420002
610000; 2440002
615000; 2460002
620000; 2480002
625000; 2500002
630000; 2520002
635000; 2540002
640000; 2560002
645000; 2580002
650000; 2600002
655000; 2620002
660000; 2640002
665000; 2660002
670000; 2680002
675000; 2700002
680000; 2720002
685000; 2740002
690000; 2760002
695000; 2780002
700000; 2800002
705000; 2820002
710000; 2840002
715000; 2860002
720000; 2880002
725000; 2900002
730000; 2920002
735000; 2940002
740000; 2960002
745000; 2980002
750000; 3000002
755000; 3020002
760000; 3040002
765000; 3060002
770000; 3080002
775000; 3100002
780000; 3120002
785000; 3140002
790000; 3160002
795000; 3180002
800000; 3200002
805000; 3220002
810000; 3240002
815000; 3260002
820000; 3280002
825000; 3300002
830000; 3320002
835000; 3340002
840000; 3360002
845000; 3380002
850000; 3400002
855000; 3420002
860000; 3440002
865000; 3460002
870000; 3480002
875000; 3500002
880000; 3520002
885000; 3540002
890000; 3560002
895000; 3580002
900000; 3600002
905000; 3620002
910000; 3640002
915000; 3660002
920000; 3680002
925000; 3700002
930000; 3720002
935000; 3740002
940000; 3760002
945000; 3780002
950000; 3800002
955000; 3820002
960000; 3840002
965000; 3860002
970000; 3880002
975000; 3900002
980000; 3920002
985000; 3940002
990000; 3960002
995000; 3980002
1000000; 4000002
