10000; 0.000
15000; 0.000
20000; 0.000
25000; 0.000
30000; 0.000
35000; 0.000
40000; 0.000
45000; 0.000
50000; 0.000
55000; 0.000
60000; 0.000
65000; 0.000
70000; 0.000
75000; 0.000
80000; 0.000
85000; 0.000
90000; 0.000
95000; 0.000
100000; 0.000
105000; 0.001
110000; 0.001
115000; 0.001
120000; 0.001
125000; 0.000
130000; 0.000
135000; 0.000
140000; 0.001
145000; 0.000
150000; 0.000
155000; 0.001
160000; 0.001
165000; 0.000
170000; 0.000
175000; 0.001
180000; 0.001
185000; 0.001
190000; 0.001
195000; 0.001
200000; 0.001
205000; 0.001
210000; 0.000
215000; 0.000
220000; 0.001
225000; 0.001
230000; 0.001
235000; 0.001
240000; 0.001
245000; 0.001
250000; 0.001
255000; 0.001
260000; 0.001
265000; 0.001
270000; 0.001
275000; 0.001
280000; 0.001
285000; 0.001
290000; 0.001
295000; 0.001
300000; 0.002
305000; 0.001
310000; 0.001
315000; 0.001
320000; 0.001
325000; 0.001
330000; 0.001
335000; 0.002
340000; 0.002
345000; 0.001
350000; 0.002
355000; 0.002
360000; 0.002
365000; 0.002
370000; 0.002
375000; 0.001
380000; 0.002
385000; 0.001
390000; 0.002
395000; 0.002
400000; 0.002
405000; 0.001
410000; 0.002
415000; 0.002
420000; 0.002
425000; 0.001
430000; 0.002
435000; 0.002
440000; 0.002
445000; 0.002
450000; 0.003
455000; 0.002
460000; 0.002
465000; 0.002
470000; 0.002
475000; 0.002
480000; 0.002
485000; 0.002
490000; 0.002
495000; 0.002
500000; 0.002
505000; 0.002
510000; 0.002
515000; 0.002
520000; 0.003
525000; 0.002
530000; 0.002
535000; 0.002
540000; 0.002
545000; 0.003
550000; 0.003
555000; 0.002
560000; 0.003
565000; 0.003
570000; 0.003
575000; 0.002
580000; 0.002
585000; 0.002
590000; 0.002
595000; 0.003
600000; 0.003
605000; 0.003
610000; 0.003
615000; 0.002
620000; 0.003
625000; 0.003
630000; 0.003
635000; 0.003
640000; 0.003
645000; 0.002
650000; 0.003
655000; 0.003
660000; 0.003
665000; 0.003
670000; 0.003
675000; 0.003
680000; 0.003
685000; 0.003
690000; 0.003
695000; 0.003
700000; 0.003
705000; 0.003
710000; 0.003
715000; 0.003
720000; 0.003
725000; 0.003
730000; 0.004
735000; 0.003
740000; 0.003
745000; 0.003
750000; 0.003
755000; 0.003
760000; 0.003
765000; 0.003
770000; 0.003
775000; 0.004
780000; 0.003
785000; 0.003
790000; 0.004
795000; 0.003
800000; 0.004
805000; 0.003
810000; 0.004
815000; 0.004
820000; 0.004
825000; 0.004
830000; 0.004
835000; 0.004
840000; 0.004
845000; 0.004
850000; 0.004
855000; 0.004
860000; 0.004
865000; 0.003
870000; 0.004
875000; 0.004
880000; 0.004
885000; 0.004
890000; 0.004
895000; 0.004
900000; 0.004
905000; 0.004
910000; 0.004
915000; 0.004
920000; 0.004
925000; 0.004
930000; 0.004
935000; 0.004
940000; 0.004
945000; 0.004
950000; 0.004
955000; 0.004
960000; 0.004
965000; 0.004
970000; 0.004
975000; 0.004
980000; 0.004
985000; 0.004
990000; 0.004
995000; 0.004
1000000; 0.004
