100000; 0.002
110000; 0.002
120000; 0.003
130000; 0.005
140000; 0.006
150000; 0.005
160000; 0.003
170000; 0.003
180000; 0.003
190000; 0.002
200000; 0.003
210000; 0.003
220000; 0.003
230000; 0.004
240000; 0.005
250000; 0.004
260000; 0.005
270000; 0.005
280000; 0.005
290000; 0.005
300000; 0.005
310000; 0.005
320000; 0.005
330000; 0.006
340000; 0.005
350000; 0.005
360000; 0.006
370000; 0.006
380000; 0.006
390000; 0.007
400000; 0.008
410000; 0.007
420000; 0.007
430000; 0.007
440000; 0.006
450000; 0.007
460000; 0.008
470000; 0.008
480000; 0.009
490000; 0.009
500000; 0.010
510000; 0.010
520000; 0.011
530000; 0.011
540000; 0.011
550000; 0.010
560000; 0.010
570000; 0.009
580000; 0.009
590000; 0.010
600000; 0.010
610000; 0.009
620000; 0.010
630000; 0.024
640000; 0.014
650000; 0.011
660000; 0.011
670000; 0.013
680000; 0.012
690000; 0.011
700000; 0.010
710000; 0.011
720000; 0.011
730000; 0.011
740000; 0.013
750000; 0.013
760000; 0.014
770000; 0.017
780000; 0.017
790000; 0.017
800000; 0.016
810000; 0.016
820000; 0.015
830000; 0.015
840000; 0.014
850000; 0.014
860000; 0.029
870000; 0.014
880000; 0.014
890000; 0.015
900000; 0.016
910000; 0.017
920000; 0.016
930000; 0.017
940000; 0.016
950000; 0.015
960000; 0.015
970000; 0.016
980000; 0.016
990000; 0.016
1000000; 0.017
